"","fips_code","mkt","statefp"
"2996","54023",27,"54"
"2997","54025",27,"54"
"2998","54027",161,"54"
"2999","54029",159,"54"
"3000","54031",161,"54"
"3001","54033",27,"54"
"3002","54035",27,"54"
"3003","54037",161,"54"
"3004","54039",27,"54"
"3005","54041",27,"54"
"3006","54043",27,"54"
"3007","54045",27,"54"
"3008","54047",27,"54"
"3009","54049",27,"54"
"3010","54051",27,"54"
"3011","54053",8,"54"
"3012","54055",27,"54"
"3013","54057",27,"54"
"3014","54059",8,"54"
"3015","54061",27,"54"
"3016","54063",18,"54"
"3017","54065",161,"54"
"3018","54067",27,"54"
"3019","54069",27,"54"
"3020","54071",161,"54"
"3021","54073",27,"54"
"3022","54075",18,"54"
"3023","54077",27,"54"
"3024","54079",27,"54"
"3025","54081",27,"54"
"3026","54083",27,"54"
"3027","54085",27,"54"
"3028","54087",27,"54"
"3029","54089",27,"54"
"3030","54091",27,"54"
"3031","54093",27,"54"
"3032","54095",27,"54"
"3033","54097",27,"54"
"3034","54099",8,"54"
"3035","54101",27,"54"
"3036","54103",27,"54"
"3037","54105",27,"54"
"3038","54107",27,"54"
"3039","54109",27,"54"
"3040","55001",42,"55"
"3041","55003",305,"55"
"3042","55005",74,"55"
"3043","55007",305,"55"
"3044","55009",206,"55"
"3045","55011",74,"55"
"3046","55013",481,"55"
"3047","55015",193,"55"
"3048","55017",74,"55"
"3049","55019",231,"55"
"3050","55021",42,"55"
"3051","55023",74,"55"
"3052","55025",42,"55"
"3053","55027",42,"55"
"3054","55029",206,"55"
"3055","55031",305,"55"
"3056","55033",74,"55"
"3057","55035",74,"55"
"3058","55037",206,"55"
"3059","55039",42,"55"
"3060","55041",231,"55"
"3061","55043",42,"55"
"3062","55045",42,"55"
"3063","55047",482,"55"
"3064","55049",42,"55"
"3065","55051",231,"55"
"3066","55053",74,"55"
"3067","55055",42,"55"
"3068","55057",42,"55"
"3069","55059",483,"55"
"3070","55061",206,"55"
"3071","55063",74,"55"
"3072","55065",42,"55"
"3073","55067",231,"55"
"3074","55069",231,"55"
"3075","55071",206,"55"
"3076","55073",231,"55"
"3077","55075",206,"55"
"3078","55077",42,"55"
"3079","55078",193,"55"
"3080","55079",98,"55"
"3081","55081",74,"55"
"3082","55083",206,"55"
"3083","55085",231,"55"
"3084","55087",193,"55"
"3085","55089",79,"55"
"3086","55091",74,"55"
"3087","55093",100,"55"
"3088","55095",100,"55"
"3089","55097",231,"55"
"3090","55099",231,"55"
"3091","55101",98,"55"
"3092","55103",42,"55"
"3093","55105",484,"55"
"3094","55107",74,"55"
"3095","55109",100,"55"
"3096","55111",42,"55"
"3097","55113",305,"55"
"3098","55115",231,"55"
"3099","55117",485,"55"
"3100","55119",231,"55"
"3101","55121",74,"55"
"3102","55123",74,"55"
"3103","55125",231,"55"
"3104","55127",98,"55"
"3105","55129",305,"55"
"3106","55131",79,"55"
"3107","55133",79,"55"
"3108","55135",193,"55"
"3109","55137",193,"55"
"3110","55139",193,"55"
"3111","55141",231,"55"
"3112","56001",61,"56"
"3113","56003",33,"56"
"3114","56005",24,"56"
"3115","56007",304,"56"
"3116","56009",304,"56"
"3117","56011",24,"56"
"3118","56013",304,"56"
"3119","56015",24,"56"
"3120","56017",33,"56"
"3121","56019",304,"56"
"3122","56021",24,"56"
"3123","56023",219,"56"
"3124","56025",304,"56"
"3125","56027",24,"56"
"3126","56029",33,"56"
"3127","56031",24,"56"
"3128","56033",33,"56"
"3129","56035",219,"56"
"3130","56037",261,"56"
"3131","56039",219,"56"
"3132","56041",261,"56"
"3133","56043",33,"56"
"3134","56045",24,"56"
